inject_date,street,city,roadType,pubMillis,locy,locx,subtype,reliability,uuid,type,reportRating,magvar,startTime,startTimeMillis,endTime,endTimeMillis
2/23/15 11:40,New Rutherford Ave,"Boston, MA",6,1.42E+12,42.37137,-71.062722,HAZARD_ON_ROAD_POT_HOLE,5,f68b1b0e-b1cc-336d-a956-4fd687c663a5,WEATHERHAZARD,3,118,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,I-90 W,"Boston, MA",3,1.42E+12,42.356194,-71.119087,HAZARD_ON_ROAD_POT_HOLE,5,61cdffee-5959-32ae-abb6-0760d50df6ee,WEATHERHAZARD,3,-25,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:50,William T Morrissey Blvd,"Boston, MA",0,1.42E+12,42.291662,-71.04744,HAZARD_ON_ROAD_POT_HOLE,5,1325b749-0cd8-3f2b-b0d4-1ce7c6a89fc0,WEATHERHAZARD,1,154,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,Harrison Ave,"Boston, MA",7,1.42E+12,42.330057,-71.082065,HAZARD_ON_ROAD_POT_HOLE,5,8d05a049-d987-3610-83ad-e1c7ea06fa43,WEATHERHAZARD,1,31,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,Commercial St,"Boston, MA",7,1.42E+12,42.368122,-71.056774,HAZARD_ON_ROAD_POT_HOLE,5,0c658824-86ca-3349-b5b8-2c5378480ff6,WEATHERHAZARD,5,52,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,Arborway,"Boston, MA",6,1.42E+12,42.301516,-71.112297,HAZARD_ON_ROAD_POT_HOLE,6,f4f33103-2084-3bea-9907-6007dc72dfe2,WEATHERHAZARD,2,-88,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,William T Morrissey Blvd,"Boston, MA",6,1.42E+12,42.300001,-71.049675,HAZARD_ON_ROAD_POT_HOLE,5,15228a57-a213-396b-8f8c-259387c2012a,WEATHERHAZARD,1,-172,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,Riverway,"Boston, MA",6,1.42E+12,42.342957,-71.103521,HAZARD_ON_ROAD_POT_HOLE,10,f4ea0c4b-1a4c-350d-b8da-57fe8bdf4f39,WEATHERHAZARD,3,133,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,Columbia Rd,"Boston, MA",6,1.42E+12,42.323401,-71.052211,HAZARD_ON_ROAD_POT_HOLE,5,cfcfb818-5971-3097-a058-a139e3ce151e,WEATHERHAZARD,1,163,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,Old Colony Ave,"Boston, MA",6,1.42E+12,42.325919,-71.0525,HAZARD_ON_ROAD_POT_HOLE,5,2335b674-3f00-3df3-b3af-ea51a6ff4896,WEATHERHAZARD,1,178,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,N Washington St,"Boston, MA",6,1.42E+12,42.368758,-71.059811,HAZARD_ON_ROAD_POT_HOLE,6,7b7e8d51-c9af-3528-9b22-852eba8f3511,WEATHERHAZARD,3,152,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,New Rutherford Ave,"Boston, MA",6,1.42E+12,42.37137,-71.062722,HAZARD_ON_ROAD_POT_HOLE,5,f68b1b0e-b1cc-336d-a956-4fd687c663a5,WEATHERHAZARD,3,118,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
2/23/15 11:50,I-90 W,"Boston, MA",3,1.42E+12,42.356194,-71.119087,HAZARD_ON_ROAD_POT_HOLE,5,61cdffee-5959-32ae-abb6-0760d50df6ee,WEATHERHAZARD,3,-25,2/23/15 11:42,1.42E+12,2/23/15 11:43,1.42E+12
